Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
508,Entry long,2024-11-04 21:00,AL,21302.5,165,70298250,-50341.5,-0.07,6591.75,0.01,-50333.25,-0.07,4034578.2,40.35
509,Exit long,2024-11-05 11:30,n-l-tp1,21526.75,54,23187330,61554.6,0.27,61557.3,0.27,-34562.7,-0.15,4096130.2,40.96
509,Entry long,2024-11-05 10:10,NL,21469.75,54,23187330,61554.6,0.27,61557.3,0.27,-34562.7,-0.15,4096130.2,40.96
510,Exit long,2024-11-05 15:50,ny-eod-flat,21527.25,55,23616725,63244.5,0.27,119072.25,0.50,-35202.75,-0.15,4159377.5,41.59
510,Entry long,2024-11-05 10:10,NL,21469.75,55,23616725,63244.5,0.27,119072.25,0.50,-35202.75,-0.15,4159377.5,41.59
511,Exit long,2024-11-06 22:20,a-l-tp1,22128,152,67206040,63064.8,0.09,63072.4,0.09,-19767.6,-0.03,4222434.5,42.22
511,Entry long,2024-11-06 21:10,AL,22107.25,152,67206040,63064.8,0.09,63072.4,0.09,-19767.6,-0.03,4222434.5,42.22
512,Exit long,2024-11-07 00:30,a-l-tp2,22148.5,152,67206040,125384.8,0.19,125392.4,0.19,-19767.6,-0.03,4347827,43.48
512,Entry long,2024-11-06 21:10,AL,22107.25,152,67206040,125384.8,0.19,125392.4,0.19,-19767.6,-0.03,4347827,43.48
513,Exit long,2024-11-07 14:00,n-l-tp1,22407.75,50,22346000,61745,0.28,61747.5,0.28,-16502.5,-0.07,4409569.5,44.10
513,Entry long,2024-11-07 11:00,NL,22346,50,22346000,61745,0.28,61747.5,0.28,-16502.5,-0.07,4409569.5,44.10
514,Exit long,2024-11-07 15:50,ny-eod-flat,22417.25,51,22792920,72669.9,0.32,114492.45,0.50,-16832.55,-0.07,4482242,44.82
514,Entry long,2024-11-07 11:00,NL,22346,51,22792920,72669.9,0.32,114492.45,0.50,-16832.55,-0.07,4482242,44.82
515,Exit short,2024-11-08 11:55,n-s-sl,22438.75,50,22406750,-32005,-0.14,30747.5,0.14,-32002.5,-0.14,4450234.5,44.50
515,Entry short,2024-11-08 10:15,NS,22406.75,50,22406750,-32005,-0.14,30747.5,0.14,-32002.5,-0.14,4450234.5,44.50
516,Exit short,2024-11-08 11:55,n-s-sl,22438.75,50,22406750,-32005,-0.14,30747.5,0.14,-32002.5,-0.14,4418232,44.18
516,Entry short,2024-11-08 10:15,NS,22406.75,50,22406750,-32005,-0.14,30747.5,0.14,-32002.5,-0.14,4418232,44.18
517,Exit long,2024-11-10 21:20,a-l-sl,22474.25,156,70164900,-45255.6,-0.06,8572.2,0.01,-45247.8,-0.06,4372968.5,43.73
517,Entry long,2024-11-10 20:45,AL,22488.75,156,70164900,-45255.6,-0.06,8572.2,0.01,-45247.8,-0.06,4372968.5,43.73
518,Exit long,2024-11-10 21:20,a-l-sl,22474.25,157,70614675,-45545.7,-0.06,8627.15,0.01,-45537.85,-0.06,4327430.5,43.27
518,Entry long,2024-11-10 20:45,AL,22488.75,157,70614675,-45545.7,-0.06,8627.15,0.01,-45537.85,-0.06,4327430.5,43.27
519,Exit short,2024-11-11 22:25,a-s-sl,22426.25,159,71267775,-47715.9,-0.07,7147.05,0.01,-47707.95,-0.07,4279706.5,42.80
519,Entry short,2024-11-11 21:55,AS,22411.25,159,71267775,-47715.9,-0.07,7147.05,0.01,-47707.95,-0.07,4279706.5,42.80
520,Exit short,2024-11-11 22:25,a-s-sl,22426.25,159,71267775,-47715.9,-0.07,7147.05,0.01,-47707.95,-0.07,4231999,42.32
520,Entry short,2024-11-11 21:55,AS,22411.25,159,71267775,-47715.9,-0.07,7147.05,0.01,-47707.95,-0.07,4231999,42.32
521,Exit long,2024-11-12 20:40,a-l-sl,22342.25,163,72886265,-50546.3,-0.07,15476.85,0.02,-50538.15,-0.07,4181444.2,41.81
521,Entry long,2024-11-12 20:30,AL,22357.75,163,72886265,-50546.3,-0.07,15476.85,0.02,-50538.15,-0.07,4181444.2,41.81
522,Exit long,2024-11-12 20:40,a-l-sl,22342.25,164,73333420,-50856.4,-0.07,15571.8,0.02,-50848.2,-0.07,4130596,41.31
522,Entry long,2024-11-12 20:30,AL,22357.75,164,73333420,-50856.4,-0.07,15571.8,0.02,-50848.2,-0.07,4130596,41.31
523,Exit short,2024-11-13 11:25,n-s-sl,22365,54,24104520,-49685.4,-0.21,37797.3,0.16,-49682.7,-0.21,4080908,40.81
523,Entry short,2024-11-13 10:15,NS,22319,54,24104520,-49685.4,-0.21,37797.3,0.16,-49682.7,-0.21,4080908,40.81
524,Exit short,2024-11-13 11:25,n-s-sl,22365,55,24550900,-50605.5,-0.21,38497.25,0.16,-50602.75,-0.21,4030305.2,40.30
524,Entry short,2024-11-13 10:15,NS,22319,55,24550900,-50605.5,-0.21,38497.25,0.16,-50602.75,-0.21,4030305.2,40.30
525,Exit short,2024-11-14 10:40,n-s-sl,22324.25,55,24534950,-21730.5,-0.09,28047.25,0.11,-21727.75,-0.09,4008572,40.09
525,Entry short,2024-11-14 10:25,NS,22304.5,55,24534950,-21730.5,-0.09,28047.25,0.11,-21727.75,-0.09,4008572,40.09
526,Exit short,2024-11-14 10:40,n-s-sl,22324.25,56,24981040,-22125.6,-0.09,28557.2,0.11,-22122.8,-0.09,3986449,39.86
526,Entry short,2024-11-14 10:25,NS,22304.5,56,24981040,-22125.6,-0.09,28557.2,0.11,-22122.8,-0.09,3986449,39.86
527,Exit long,2024-11-17 23:45,a-l-tp1,21858,158,68998600,72664.2,0.11,72672.1,0.11,-33187.9,-0.05,4059105.2,40.59
527,Entry long,2024-11-17 22:10,AL,21835,158,68998600,72664.2,0.11,72672.1,0.11,-33187.9,-0.05,4059105.2,40.59
528,Exit long,2024-11-18 01:05,a-l-be,21836,159,69435300,3164.1,0.00,86647.05,0.12,-33397.95,-0.05,4062277.5,40.62
528,Entry long,2024-11-17 22:10,AL,21835,159,69435300,3164.1,0.00,86647.05,0.12,-33397.95,-0.05,4062277.5,40.62
529,Exit long,2024-11-18 21:35,a-l-tp1,21860.25,161,70327215,62773.9,0.09,62781.95,0.09,-12083.05,-0.02,4125043.2,41.25
529,Entry long,2024-11-18 21:05,AL,21840.75,161,70327215,62773.9,0.09,62781.95,0.09,-12083.05,-0.02,4125043.2,41.25
530,Exit long,2024-11-18 22:15,a-l-tp2,21879.5,161,70327215,124758.9,0.18,124766.95,0.18,-12083.05,-0.02,4249810,42.50
530,Entry long,2024-11-18 21:05,AL,21840.75,161,70327215,124758.9,0.18,124766.95,0.18,-12083.05,-0.02,4249810,42.50
531,Exit short,2024-11-19 22:50,a-s-tp1,21978.75,157,69076075,62784.3,0.09,62792.15,0.09,-6287.85,-0.01,4312586.5,43.13
531,Entry short,2024-11-19 22:35,AS,21998.75,157,69076075,62784.3,0.09,62792.15,0.09,-6287.85,-0.01,4312586.5,43.13
532,Exit short,2024-11-19 23:00,a-s-be,21997.75,158,69516050,3144.2,0.00,64772.1,0.09,-6327.9,-0.01,4315738.5,43.16
532,Entry short,2024-11-19 22:35,AS,21998.75,158,69516050,3144.2,0.00,64772.1,0.09,-6327.9,-0.01,4315738.5,43.16
533,Exit short,2024-11-20 10:45,n-s-sl,21805,52,22627540,-49665.2,-0.22,8577.4,0.04,-49662.6,-0.22,4266071,42.66
533,Entry short,2024-11-20 10:30,NS,21757.25,52,22627540,-49665.2,-0.22,8577.4,0.04,-49662.6,-0.22,4266071,42.66
534,Exit short,2024-11-20 10:45,n-s-sl,21805,53,23062685,-50620.3,-0.22,8742.35,0.04,-50617.65,-0.22,4215453,42.15
534,Entry short,2024-11-20 10:30,NS,21757.25,53,23062685,-50620.3,-0.22,8742.35,0.04,-50617.65,-0.22,4215453,42.15
535,Exit short,2024-11-20 21:20,a-s-sl,21855,155,67704775,-45740.5,-0.07,21692.25,0.03,-45732.75,-0.07,4169705,41.70
535,Entry short,2024-11-20 21:00,AS,21840.25,155,67704775,-45740.5,-0.07,21692.25,0.03,-45732.75,-0.07,4169705,41.70
536,Exit short,2024-11-20 21:20,a-s-sl,21855,156,68141580,-46035.6,-0.07,21832.2,0.03,-46027.8,-0.07,4123677,41.24
536,Entry short,2024-11-20 21:00,AS,21840.25,156,68141580,-46035.6,-0.07,21832.2,0.03,-46027.8,-0.07,4123677,41.24
537,Exit short,2024-11-21 10:15,n-s-sl,21890.75,51,22326015,-2555.1,-0.01,11727.45,0.05,-33662.55,-0.15,4121119.5,41.21
537,Entry short,2024-11-21 10:10,NS,21888.25,51,22326015,-2555.1,-0.01,11727.45,0.05,-33662.55,-0.15,4121119.5,41.21
538,Exit short,2024-11-21 10:15,n-s-sl,21890.75,52,22763780,-2605.2,-0.01,11957.4,0.05,-34322.6,-0.15,4118516.8,41.19
538,Entry short,2024-11-21 10:10,NS,21888.25,52,22763780,-2605.2,-0.01,11957.4,0.05,-34322.6,-0.15,4118516.8,41.19
539,Exit long,2024-11-21 22:35,a-l-sl,22001.25,153,67374315,-50505.3,-0.07,1522.35,0.00,-50497.65,-0.07,4068003.8,40.68
539,Entry long,2024-11-21 22:30,AL,22017.75,153,67374315,-50505.3,-0.07,1522.35,0.00,-50497.65,-0.07,4068003.8,40.68
540,Exit long,2024-11-21 22:35,a-l-sl,22001.25,154,67814670,-50835.4,-0.07,1532.3,0.00,-50827.7,-0.07,4017176,40.17
540,Entry long,2024-11-21 22:30,AL,22017.75,154,67814670,-50835.4,-0.07,1532.3,0.00,-50827.7,-0.07,4017176,40.17
541,Exit short,2024-11-25 12:10,n-s-tp1,22057,52,23000900,61614.8,0.27,61617.4,0.27,-6762.6,-0.03,4078788.2,40.79
541,Entry short,2024-11-25 11:50,NS,22116.25,52,23000900,61614.8,0.27,61617.4,0.27,-6762.6,-0.03,4078788.2,40.79
542,Exit short,2024-11-25 12:40,n-s-tp2,21997.75,53,23443225,125604.7,0.54,125607.35,0.54,-6892.65,-0.03,4204395.5,42.04
542,Entry short,2024-11-25 11:50,NS,22116.25,53,23443225,125604.7,0.54,125607.35,0.54,-6892.65,-0.03,4204395.5,42.04
543,Exit long,2024-12-02 12:00,n-l-tp1,22444.75,54,24178230,62094.6,0.26,62097.3,0.26,-16472.7,-0.07,4266487.5,42.66
543,Entry long,2024-12-02 11:20,NL,22387.25,54,24178230,62094.6,0.26,62097.3,0.26,-16472.7,-0.07,4266487.5,42.66
544,Exit long,2024-12-02 14:10,n-l-be,22388.25,54,24178230,1074.6,0.00,83967.3,0.35,-16472.7,-0.07,4267565,42.68
544,Entry long,2024-12-02 11:20,NL,22387.25,54,24178230,1074.6,0.00,83967.3,0.35,-16472.7,-0.07,4267565,42.68
545,Exit long,2024-12-04 00:25,a-l-tp1,22562.25,167,75294455,63443.3,0.08,63451.65,0.08,-5853.35,-0.01,4330999.5,43.31
545,Entry long,2024-12-03 22:45,AL,22543.25,167,75294455,63443.3,0.08,63451.65,0.08,-5853.35,-0.01,4330999.5,43.31
546,Exit long,2024-12-04 01:30,a-l-be,22544.25,167,75294455,3323.3,0.00,101026.65,0.13,-5853.35,-0.01,4334331.5,43.34
546,Entry long,2024-12-03 22:45,AL,22543.25,167,75294455,3323.3,0.00,101026.65,0.13,-5853.35,-0.01,4334331.5,43.34
547,Exit long,2024-12-04 15:35,n-l-tp1,22732.5,55,24943875,61869.5,0.25,61872.25,0.25,-34652.75,-0.14,4396198,43.96
547,Entry long,2024-12-04 10:45,NL,22676.25,55,24943875,61869.5,0.25,61872.25,0.25,-34652.75,-0.14,4396198,43.96
548,Exit long,2024-12-04 15:50,ny-eod-flat,22746.5,56,25397400,78674.4,0.31,86797.2,0.34,-35282.8,-0.14,4474875.5,44.75
548,Entry long,2024-12-04 10:45,NL,22676.25,56,25397400,78674.4,0.31,86797.2,0.34,-35282.8,-0.14,4474875.5,44.75
549,Exit long,2024-12-05 02:15,a-l-sl,22698.25,169,76770785,-50716.9,-0.07,40551.55,0.05,-50708.45,-0.07,4424150,44.24
549,Entry long,2024-12-04 21:55,AL,22713.25,169,76770785,-50716.9,-0.07,40551.55,0.05,-50708.45,-0.07,4424150,44.24
550,Exit long,2024-12-05 02:15,a-l-sl,22698.25,169,76770785,-50716.9,-0.07,40551.55,0.05,-50708.45,-0.07,4373441.5,43.73
550,Entry long,2024-12-04 21:55,AL,22713.25,169,76770785,-50716.9,-0.07,40551.55,0.05,-50708.45,-0.07,4373441.5,43.73
551,Exit long,2024-12-05 21:40,a-l-tp1,22684,176,79785200,62462.4,0.08,62471.2,0.08,-22008.8,-0.03,4435895,44.36
551,Entry long,2024-12-05 20:45,AL,22666.25,176,79785200,62462.4,0.08,62471.2,0.08,-22008.8,-0.03,4435895,44.36
552,Exit long,2024-12-05 23:00,a-l-be,22667.25,176,79785200,3502.4,0.00,73031.2,0.09,-22008.8,-0.03,4439406.5,44.39
552,Entry long,2024-12-05 20:45,AL,22666.25,176,79785200,3502.4,0.00,73031.2,0.09,-22008.8,-0.03,4439406.5,44.39
553,Exit long,2024-12-06 11:35,n-l-tp1,22840.5,58,26433210,61764.2,0.23,61767.1,0.23,-10442.9,-0.04,4501167.5,45.01
553,Entry long,2024-12-06 11:10,NL,22787.25,58,26433210,61764.2,0.23,61767.1,0.23,-10442.9,-0.04,4501167.5,45.01
554,Exit long,2024-12-06 15:50,ny-eod-flat,22857.25,59,26888955,82594.1,0.31,102952.05,0.38,-10622.95,-0.04,4583764.5,45.84
554,Entry long,2024-12-06 11:10,NL,22787.25,59,26888955,82594.1,0.31,102952.05,0.38,-10622.95,-0.04,4583764.5,45.84
555,Exit long,2024-12-09 02:25,a-l-tp1,22871.5,178,81359350,63172.2,0.08,63181.1,0.08,-48068.9,-0.06,4646928,46.47
555,Entry long,2024-12-08 22:15,AL,22853.75,178,81359350,63172.2,0.08,63181.1,0.08,-48068.9,-0.06,4646928,46.47
556,Exit long,2024-12-09 02:35,a-l-tp2,22889,178,81359350,125472.2,0.15,125481.1,0.15,-48068.9,-0.06,4772409,47.72
556,Entry long,2024-12-08 22:15,AL,22853.75,178,81359350,125472.2,0.15,125481.1,0.15,-48068.9,-0.06,4772409,47.72
557,Exit short,2024-12-10 03:15,a-s-tp1,22657.75,178,80723890,62282.2,0.08,62291.1,0.08,-24928.9,-0.03,4834682,48.35
557,Entry short,2024-12-09 21:00,AS,22675.25,178,80723890,62282.2,0.08,62291.1,0.08,-24928.9,-0.03,4834682,48.35
558,Exit short,2024-12-10 05:00,a-s-be,22674.25,179,81177395,3562.1,0.00,78751.05,0.10,-25068.95,-0.03,4838253.5,48.38
558,Entry short,2024-12-09 21:00,AS,22675.25,179,81177395,3562.1,0.00,78751.05,0.10,-25068.95,-0.03,4838253.5,48.38
559,Exit short,2024-12-10 14:35,n-s-tp1,22632.25,59,26768005,61944.1,0.23,61947.05,0.23,-27142.95,-0.10,4900194.5,49.00
559,Entry short,2024-12-10 11:55,NS,22684.75,59,26768005,61944.1,0.23,61947.05,0.23,-27142.95,-0.10,4900194.5,49.00
560,Exit short,2024-12-10 15:25,n-s-tp2,22579.75,60,27221700,125994,0.46,125997,0.46,-27603,-0.10,5026191.5,50.26
560,Entry short,2024-12-10 11:55,NS,22684.75,60,27221700,125994,0.46,125997,0.46,-27603,-0.10,5026191.5,50.26
561,Exit long,2024-12-10 23:40,a-l-sl,22621.5,179,81032405,-47452.9,-0.06,32211.05,0.04,-47443.95,-0.06,4978729.5,49.79
561,Entry long,2024-12-10 20:25,AL,22634.75,179,81032405,-47452.9,-0.06,32211.05,0.04,-47443.95,-0.06,4978729.5,49.79
562,Exit long,2024-12-10 23:40,a-l-sl,22621.5,180,81485100,-47718,-0.06,32391,0.04,-47709,-0.06,4931020.5,49.31
562,Entry long,2024-12-10 20:25,AL,22634.75,180,81485100,-47718,-0.06,32391,0.04,-47709,-0.06,4931020.5,49.31
563,Exit long,2024-12-12 15:10,n-l-sl,22863,57,26113125,-49310.7,-0.19,50157.15,0.19,-49307.85,-0.19,4881707,48.82
563,Entry long,2024-12-12 12:25,NL,22906.25,57,26113125,-49310.7,-0.19,50157.15,0.19,-49307.85,-0.19,4881707,48.82
564,Exit long,2024-12-12 15:10,n-l-sl,22863,58,26571250,-50175.8,-0.19,51037.1,0.19,-50172.9,-0.19,4831534,48.32
564,Entry long,2024-12-12 12:25,NL,22906.25,58,26571250,-50175.8,-0.19,51037.1,0.19,-50172.9,-0.19,4831534,48.32
565,Exit short,2024-12-15 20:55,a-s-sl,23014.75,179,82342685,-50137.9,-0.06,43846.05,0.05,-50128.95,-0.06,4781387,47.81
565,Entry short,2024-12-15 20:30,AS,23000.75,179,82342685,-50137.9,-0.06,43846.05,0.05,-50128.95,-0.06,4781387,47.81
566,Exit short,2024-12-15 20:55,a-s-sl,23014.75,179,82342685,-50137.9,-0.06,43846.05,0.05,-50128.95,-0.06,4731258,47.31
566,Entry short,2024-12-15 20:30,AS,23000.75,179,82342685,-50137.9,-0.06,43846.05,0.05,-50128.95,-0.06,4731258,47.31
567,Exit long,2024-12-16 11:55,n-l-tp1,23259,59,27383670,61944.1,0.23,61947.05,0.23,-19472.95,-0.07,4793199.5,47.93
567,Entry long,2024-12-16 10:45,NL,23206.5,59,27383670,61944.1,0.23,61947.05,0.23,-19472.95,-0.07,4793199.5,47.93
568,Exit long,2024-12-16 13:15,n-l-tp2,23311.25,60,27847800,125694,0.45,125697,0.45,-19803,-0.07,4918896.5,49.19
568,Entry long,2024-12-16 10:45,NL,23206.5,60,27847800,125694,0.45,125697,0.45,-19803,-0.07,4918896.5,49.19
569,Exit long,2024-12-17 22:40,a-l-tp1,23229.5,178,82634720,62282.2,0.08,62291.1,0.08,-11578.9,-0.01,4981169.5,49.81
569,Entry long,2024-12-17 22:30,AL,23212,178,82634720,62282.2,0.08,62291.1,0.08,-11578.9,-0.01,4981169.5,49.81
570,Exit long,2024-12-17 23:30,a-l-tp2,23247,179,83098960,125282.1,0.15,125291.05,0.15,-11643.95,-0.01,5106460.5,51.06
570,Entry long,2024-12-17 22:30,AL,23212,179,83098960,125282.1,0.15,125291.05,0.15,-11643.95,-0.01,5106460.5,51.06
571,Exit short,2024-12-19 10:50,n-s-sl,22481.75,49,21982625,-49494.9,-0.23,41647.55,0.19,-49492.45,-0.23,5056963,50.57
571,Entry short,2024-12-19 10:40,NS,22431.25,49,21982625,-49494.9,-0.23,41647.55,0.19,-49492.45,-0.23,5056963,50.57
572,Exit short,2024-12-19 10:50,n-s-sl,22481.75,50,22431250,-50505,-0.23,42497.5,0.19,-50502.5,-0.23,5006460.5,50.06
572,Entry short,2024-12-19 10:40,NS,22431.25,50,22431250,-50505,-0.23,42497.5,0.19,-50502.5,-0.23,5006460.5,50.06
573,Exit short,2024-12-19 23:15,a-s-tp1,22133.5,148,65578060,62885.2,0.10,62892.6,0.10,-8887.4,-0.01,5069338.5,50.69
573,Entry short,2024-12-19 23:00,AS,22154.75,148,65578060,62885.2,0.10,62892.6,0.10,-8887.4,-0.01,5069338.5,50.69
574,Exit short,2024-12-19 23:55,a-s-be,22153.75,148,65578060,2945.2,0.00,72512.6,0.11,-8887.4,-0.01,5072291,50.72
574,Entry short,2024-12-19 23:00,AS,22154.75,148,65578060,2945.2,0.00,72512.6,0.11,-8887.4,-0.01,5072291,50.72
575,Exit short,2024-12-23 11:00,n-s-sl,22513.25,44,19762600,-49064.4,-0.25,26397.8,0.13,-49062.2,-0.25,5023224.5,50.23
575,Entry short,2024-12-23 10:20,NS,22457.5,44,19762600,-49064.4,-0.25,26397.8,0.13,-49062.2,-0.25,5023224.5,50.23
576,Exit short,2024-12-23 11:00,n-s-sl,22513.25,45,20211750,-50179.5,-0.25,26997.75,0.13,-50177.25,-0.25,4973047,49.73
576,Entry short,2024-12-23 10:20,NS,22457.5,45,20211750,-50179.5,-0.25,26997.75,0.13,-50177.25,-0.25,4973047,49.73
577,Exit long,2024-12-24 01:40,a-l-tp1,22673.25,136,61608680,62546.4,0.10,62553.2,0.10,-38766.8,-0.06,5035586.5,50.36
577,Entry long,2024-12-23 21:25,AL,22650.25,136,61608680,62546.4,0.10,62553.2,0.10,-38766.8,-0.06,5035586.5,50.36
578,Exit long,2024-12-24 02:20,a-l-tp2,22696.25,137,62061685,126026.3,0.20,126033.15,0.20,-39051.85,-0.06,5161620,51.62
578,Entry long,2024-12-23 21:25,AL,22650.25,137,62061685,126026.3,0.20,126033.15,0.20,-39051.85,-0.06,5161620,51.62
579,Exit long,2024-12-24 10:45,n-l-tp1,22877.25,45,20527650,61870.5,0.30,61872.75,0.30,-1802.25,-0.01,5223488,52.23
579,Entry long,2024-12-24 10:20,NL,22808.5,45,20527650,61870.5,0.30,61872.75,0.30,-1802.25,-0.01,5223488,52.23
580,Exit long,2024-12-24 13:00,n-l-tp2,22946,46,20983820,126495.4,0.60,126497.7,0.60,-1842.3,-0.01,5349986,53.50
580,Entry long,2024-12-24 10:20,NL,22808.5,46,20983820,126495.4,0.60,126497.7,0.60,-1842.3,-0.01,5349986,53.50
581,Exit long,2024-12-26 15:50,ny-eod-flat,22945.25,91,41730325,30020.9,0.07,103280.45,0.25,-85089.55,-0.20,5380006.5,53.80
581,Entry long,2024-12-26 11:50,NL,22928.75,91,41730325,30020.9,0.07,103280.45,0.25,-85089.55,-0.20,5380006.5,53.80
582,Exit short,2024-12-27 01:05,a-s-tp1,22840.75,140,64016400,62286,0.10,62293,0.10,-34307,-0.05,5442285.5,54.42
582,Entry short,2024-12-26 22:45,AS,22863,140,64016400,62286,0.10,62293,0.10,-34307,-0.05,5442285.5,54.42
583,Exit short,2024-12-27 03:00,a-s-tp2,22818.5,141,64473660,125475.9,0.19,125482.95,0.19,-34552.05,-0.05,5567768.5,55.68
583,Entry short,2024-12-26 22:45,AS,22863,141,64473660,125475.9,0.19,125482.95,0.19,-34552.05,-0.05,5567768.5,55.68
584,Exit short,2024-12-27 11:50,n-s-tp1,22473.75,46,20737260,61405.4,0.30,61407.7,0.30,-18402.3,-0.09,5629171.5,56.29
584,Entry short,2024-12-27 11:25,NS,22540.5,46,20737260,61405.4,0.30,61407.7,0.30,-18402.3,-0.09,5629171.5,56.29
585,Exit short,2024-12-27 13:45,n-s-be,22539.5,47,21188070,935.3,0.00,124547.65,0.59,-18802.35,-0.09,5630109.5,56.30
585,Entry short,2024-12-27 11:25,NS,22540.5,47,21188070,935.3,0.00,124547.65,0.59,-18802.35,-0.09,5630109.5,56.30
586,Exit long,2024-12-30 22:30,a-l-tp1,22336.25,133,59351915,62496.7,0.11,62503.35,0.11,-3331.65,-0.01,5692599.5,56.93
586,Entry long,2024-12-30 22:00,AL,22312.75,133,59351915,62496.7,0.11,62503.35,0.11,-3331.65,-0.01,5692599.5,56.93
587,Exit long,2024-12-30 22:35,a-l-be,22313.75,133,59351915,2646.7,0.00,66493.35,0.11,-3331.65,-0.01,5695252.5,56.95
587,Entry long,2024-12-30 22:00,AL,22312.75,133,59351915,2646.7,0.00,66493.35,0.11,-3331.65,-0.01,5695252.5,56.95
588,Exit short,2024-12-31 12:25,n-s-tp1,22184.5,44,19584400,62035.6,0.32,62037.8,0.32,-13642.2,-0.07,5757286,57.57
588,Entry short,2024-12-31 11:15,NS,22255,44,19584400,62035.6,0.32,62037.8,0.32,-13642.2,-0.07,5757286,57.57
589,Exit short,2024-12-31 13:35,n-s-tp2,22114.25,44,19584400,123855.6,0.63,123857.8,0.63,-13642.2,-0.07,5881144,58.81
589,Entry short,2024-12-31 11:15,NS,22255,44,19584400,123855.6,0.63,123857.8,0.63,-13642.2,-0.07,5881144,58.81
