Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
983,Entry short,2025-08-28 10:05,NS,24117.75,28,13505940,-25342.8,-0.19,1818.6,0.01,-26741.4,-0.20,4543316.5,90.87
984,Exit long,2025-09-01 19:00,n-l-sl,23940.25,27,12952575,-24842.7,-0.19,6478.65,0.05,-24841.35,-0.19,4518472.5,90.37
984,Entry long,2025-09-01 12:55,NL,23986.25,27,12952575,-24842.7,-0.19,6478.65,0.05,-24841.35,-0.19,4518472.5,90.37
985,Exit long,2025-09-01 19:00,n-l-sl,23940.25,27,12952575,-24842.7,-0.19,6478.65,0.05,-24841.35,-0.19,4493631,89.87
985,Entry long,2025-09-01 12:55,NL,23986.25,27,12952575,-24842.7,-0.19,6478.65,0.05,-24841.35,-0.19,4493631,89.87
986,Exit short,2025-09-02 23:40,a-s-tp1,23787.5,77,36670095,37337.3,0.10,37341.15,0.10,-15403.85,-0.04,4530964.5,90.62
986,Entry short,2025-09-02 22:40,AS,23811.75,77,36670095,37337.3,0.10,37341.15,0.10,-15403.85,-0.04,4530964.5,90.62
987,Exit short,2025-09-02 23:50,a-s-be,23810.75,78,37146330,1552.2,0.00,38606.1,0.10,-15603.9,-0.04,4532520.5,90.65
987,Entry short,2025-09-02 22:40,AS,23811.75,78,37146330,1552.2,0.00,38606.1,0.10,-15603.9,-0.04,4532520.5,90.65
988,Exit long,2025-09-03 11:25,n-l-sl,23936.5,25,11992500,-24252.5,-0.20,8248.75,0.07,-24251.25,-0.20,4508267,90.17
988,Entry long,2025-09-03 11:05,NL,23985,25,11992500,-24252.5,-0.20,8248.75,0.07,-24251.25,-0.20,4508267,90.17
989,Exit long,2025-09-03 11:25,n-l-sl,23936.5,26,12472200,-25222.6,-0.20,8578.7,0.07,-25221.3,-0.20,4483045.5,89.66
989,Entry long,2025-09-03 11:05,NL,23985,26,12472200,-25222.6,-0.20,8578.7,0.07,-25221.3,-0.20,4483045.5,89.66
990,Exit long,2025-09-03 22:00,a-l-tp1,24003.75,79,37894720,31197.1,0.08,31201.05,0.08,-16593.95,-0.04,4514238.5,90.28
990,Entry long,2025-09-03 20:30,AL,23984,79,37894720,31197.1,0.08,31201.05,0.08,-16593.95,-0.04,4514238.5,90.28
991,Exit long,2025-09-03 22:30,a-l-be,23985,79,37894720,1572.1,0.00,58061.05,0.15,-16593.95,-0.04,4515815,90.32
991,Entry long,2025-09-03 20:30,AL,23984,79,37894720,1572.1,0.00,58061.05,0.15,-16593.95,-0.04,4515815,90.32
992,Exit long,2025-09-04 14:30,n-l-tp1,24100.25,26,12494040,38087.4,0.30,38088.7,0.30,-911.3,-0.01,4553901,91.08
992,Entry long,2025-09-04 12:55,NL,24027,26,12494040,38087.4,0.30,38088.7,0.30,-911.3,-0.01,4553901,91.08
993,Exit long,2025-09-04 15:50,ny-eod-flat,24144.5,26,12494040,61097.4,0.49,63178.7,0.51,-911.3,-0.01,4614999.5,92.30
993,Entry long,2025-09-04 12:55,NL,24027,26,12494040,61097.4,0.49,63178.7,0.51,-911.3,-0.01,4614999.5,92.30
994,Exit long,2025-09-05 01:15,a-l-tp1,24241.25,79,38269970,31197.1,0.08,31201.05,0.08,-10668.95,-0.03,4646192.5,92.92
994,Entry long,2025-09-04 23:00,AL,24221.5,79,38269970,31197.1,0.08,31201.05,0.08,-10668.95,-0.03,4646192.5,92.92
995,Exit long,2025-09-05 02:05,a-l-tp2,24260.75,80,38754400,62792,0.16,62796,0.16,-10804,-0.03,4708988.5,94.18
995,Entry long,2025-09-04 23:00,AL,24221.5,80,38754400,62792,0.16,62796,0.16,-10804,-0.03,4708988.5,94.18
996,Exit short,2025-09-08 00:10,a-s-tp1,24230.75,78,37831170,31192.2,0.08,31196.1,0.08,-2343.9,-0.01,4740177,94.80
996,Entry short,2025-09-07 23:05,AS,24250.75,78,37831170,31192.2,0.08,31196.1,0.08,-2343.9,-0.01,4740177,94.80
997,Exit short,2025-09-08 02:25,a-s-be,24249.75,78,37831170,1552.2,0.00,58496.1,0.15,-2343.9,-0.01,4741733,94.83
997,Entry short,2025-09-07 23:05,AS,24250.75,78,37831170,1552.2,0.00,58496.1,0.15,-2343.9,-0.01,4741733,94.83
998,Exit long,2025-09-08 12:30,n-l-sl,24292.75,26,12657190,-24962.6,-0.20,17028.7,0.13,-24961.3,-0.20,4716769,94.34
998,Entry long,2025-09-08 11:15,NL,24340.75,26,12657190,-24962.6,-0.20,17028.7,0.13,-24961.3,-0.20,4716769,94.34
999,Exit long,2025-09-08 12:30,n-l-sl,24292.75,26,12657190,-24962.6,-0.20,17028.7,0.13,-24961.3,-0.20,4691808,93.84
999,Entry long,2025-09-08 11:15,NL,24340.75,26,12657190,-24962.6,-0.20,17028.7,0.13,-24961.3,-0.20,4691808,93.84
1000,Exit short,2025-09-08 21:50,a-s-sl,24303.75,79,38375040,-24892.9,-0.06,7106.05,0.02,-24888.95,-0.06,4666911,93.34
1000,Entry short,2025-09-08 21:35,AS,24288,79,38375040,-24892.9,-0.06,7106.05,0.02,-24888.95,-0.06,4666911,93.34
1001,Exit short,2025-09-08 21:50,a-s-sl,24303.75,80,38860800,-25208,-0.06,7196,0.02,-25204,-0.06,4641707,92.83
1001,Entry short,2025-09-08 21:35,AS,24288,80,38860800,-25208,-0.06,7196,0.02,-25204,-0.06,4641707,92.83
1002,Exit short,2025-09-09 11:50,n-s-sl,24297.75,26,12610260,-24572.6,-0.19,10918.7,0.09,-24571.3,-0.19,4617133,92.34
1002,Entry short,2025-09-09 10:45,NS,24250.5,26,12610260,-24572.6,-0.19,10918.7,0.09,-24571.3,-0.19,4617133,92.34
1003,Exit short,2025-09-09 11:50,n-s-sl,24297.75,27,13095270,-25517.7,-0.19,11338.65,0.09,-25516.35,-0.19,4591616.5,91.83
1003,Entry short,2025-09-09 10:45,NS,24250.5,27,13095270,-25517.7,-0.19,11338.65,0.09,-25516.35,-0.19,4591616.5,91.83
1004,Exit long,2025-09-11 00:20,a-l-sl,24383.25,82,40013130,-24608.2,-0.06,15575.9,0.04,-24604.1,-0.06,4567004.5,91.34
1004,Entry long,2025-09-10 22:40,AL,24398.25,82,40013130,-24608.2,-0.06,15575.9,0.04,-24604.1,-0.06,4567004.5,91.34
1005,Exit long,2025-09-11 00:20,a-l-sl,24383.25,83,40501095,-24908.3,-0.06,15765.85,0.04,-24904.15,-0.06,4542100,90.84
1005,Entry long,2025-09-10 22:40,AL,24398.25,83,40501095,-24908.3,-0.06,15765.85,0.04,-24904.15,-0.06,4542100,90.84
1006,Exit long,2025-09-11 15:50,ny-eod-flat,24524.5,55,26944225,32719.5,0.12,43997.25,0.16,-34102.75,-0.13,4574819.5,91.50
1006,Entry long,2025-09-11 10:45,NL,24494.75,55,26944225,32719.5,0.12,43997.25,0.16,-34102.75,-0.13,4574819.5,91.50
1007,Exit long,2025-09-15 01:40,a-l-tp1,24626.25,86,42326190,30951.4,0.07,30955.7,0.07,-12474.3,-0.03,4605766.5,92.12
1007,Entry long,2025-09-14 22:20,AL,24608.25,86,42326190,30951.4,0.07,30955.7,0.07,-12474.3,-0.03,4605766.5,92.12
1008,Exit long,2025-09-15 03:35,a-l-tp2,24644.25,87,42818355,62631.3,0.15,62635.65,0.15,-12619.35,-0.03,4668402.5,93.37
1008,Entry long,2025-09-14 22:20,AL,24608.25,87,42818355,62631.3,0.15,62635.65,0.15,-12619.35,-0.03,4668402.5,93.37
1009,Exit long,2025-09-15 12:10,n-l-tp1,24781.75,28,13847540,30237.2,0.22,30238.6,0.22,-6301.4,-0.05,4698638,93.97
1009,Entry long,2025-09-15 10:10,NL,24727.75,28,13847540,30237.2,0.22,30238.6,0.22,-6301.4,-0.05,4698638,93.97
1010,Exit long,2025-09-15 15:50,ny-eod-flat,24776.5,29,14342095,28272.1,0.20,32478.55,0.23,-6526.45,-0.05,4726911.5,94.54
1010,Entry long,2025-09-15 10:10,NL,24727.75,29,14342095,28272.1,0.20,32478.55,0.23,-6526.45,-0.05,4726911.5,94.54
1011,Exit short,2025-09-15 21:05,a-s-sl,24798.25,87,43124595,-24368.7,-0.06,3040.65,0.01,-24364.35,-0.06,4702538.5,94.05
1011,Entry short,2025-09-15 20:35,AS,24784.25,87,43124595,-24368.7,-0.06,3040.65,0.01,-24364.35,-0.06,4702538.5,94.05
1012,Exit short,2025-09-15 21:05,a-s-sl,24798.25,88,43620280,-24648.8,-0.06,3075.6,0.01,-24644.4,-0.06,4677894,93.56
1012,Entry short,2025-09-15 20:35,AS,24784.25,88,43620280,-24648.8,-0.06,3075.6,0.01,-24644.4,-0.06,4677894,93.56
1013,Exit short,2025-09-16 15:50,ny-eod-flat,24788.5,58,28741610,-13055.8,-0.05,35667.1,0.12,-38282.9,-0.13,4664838.5,93.30
1013,Entry short,2025-09-16 11:15,NS,24777.25,58,28741610,-13055.8,-0.05,35667.1,0.12,-38282.9,-0.13,4664838.5,93.30
1014,Exit short,2025-09-17 21:05,a-s-sl,24827.75,90,44664750,-25209,-0.06,10795.5,0.02,-25204.5,-0.06,4639625,92.79
1014,Entry short,2025-09-17 20:35,AS,24813.75,90,44664750,-25209,-0.06,10795.5,0.02,-25204.5,-0.06,4639625,92.79
1015,Exit short,2025-09-17 21:05,a-s-sl,24827.75,90,44664750,-25209,-0.06,10795.5,0.02,-25204.5,-0.06,4614420.5,92.29
1015,Entry short,2025-09-17 20:35,AS,24813.75,90,44664750,-25209,-0.06,10795.5,0.02,-25204.5,-0.06,4614420.5,92.29
1016,Exit long,2025-09-18 12:15,n-l-tp1,25021,30,14981400,31197,0.21,31198.5,0.21,-601.5,0.00,4645616,92.91
1016,Entry long,2025-09-18 12:10,NL,24969,30,14981400,31197,0.21,31198.5,0.21,-601.5,0.00,4645616,92.91
1017,Exit long,2025-09-18 15:25,n-l-be,24970,30,14981400,597,0.00,44998.5,0.30,-601.5,0.00,4646214.5,92.92
1017,Entry long,2025-09-18 12:10,NL,24969,30,14981400,597,0.00,44998.5,0.30,-601.5,0.00,4646214.5,92.92
1018,Exit short,2025-09-18 22:15,a-s-tp1,24949.75,89,44442150,31586.1,0.07,31590.55,0.07,-4454.45,-0.01,4677796,93.56
1018,Entry short,2025-09-18 21:55,AS,24967.5,89,44442150,31586.1,0.07,31590.55,0.07,-4454.45,-0.01,4677796,93.56
1019,Exit short,2025-09-18 23:05,a-s-be,24966.5,89,44442150,1771.1,0.00,36040.55,0.08,-4454.45,-0.01,4679571.5,93.59
1019,Entry short,2025-09-18 21:55,AS,24967.5,89,44442150,1771.1,0.00,36040.55,0.08,-4454.45,-0.01,4679571.5,93.59
1020,Exit long,2025-09-19 10:45,n-l-sl,24992,29,14519865,-24507.9,-0.17,11888.55,0.08,-24506.45,-0.17,4655062,93.10
1020,Entry long,2025-09-19 10:00,NL,25034.25,29,14519865,-24507.9,-0.17,11888.55,0.08,-24506.45,-0.17,4655062,93.10
1021,Exit long,2025-09-19 10:45,n-l-sl,24992,30,15020550,-25353,-0.17,12298.5,0.08,-25351.5,-0.17,4629710.5,92.59
1021,Entry long,2025-09-19 10:00,NL,25034.25,30,15020550,-25353,-0.17,12298.5,0.08,-25351.5,-0.17,4629710.5,92.59
1022,Exit short,2025-09-21 23:20,a-s-sl,25103.25,90,45160650,-25209,-0.06,17995.5,0.04,-25204.5,-0.06,4604497,92.09
1022,Entry short,2025-09-21 21:05,AS,25089.25,90,45160650,-25209,-0.06,17995.5,0.04,-25204.5,-0.06,4604497,92.09
1023,Exit short,2025-09-21 23:20,a-s-sl,25103.25,90,45160650,-25209,-0.06,17995.5,0.04,-25204.5,-0.06,4579292.5,91.59
1023,Entry short,2025-09-21 21:05,AS,25089.25,90,45160650,-25209,-0.06,17995.5,0.04,-25204.5,-0.06,4579292.5,91.59
1024,Exit short,2025-09-23 13:25,n-s-tp1,25126,30,15114900,39297,0.26,39298.5,0.26,-6151.5,-0.04,4618588,92.37
1024,Entry short,2025-09-23 12:15,NS,25191.5,30,15114900,39297,0.26,39298.5,0.26,-6151.5,-0.04,4618588,92.37
1025,Exit short,2025-09-23 13:35,n-s-tp2,25074,30,15114900,70497,0.47,70498.5,0.47,-6151.5,-0.04,4689086.5,93.78
1025,Entry short,2025-09-23 12:15,NS,25191.5,30,15114900,70497,0.47,70498.5,0.47,-6151.5,-0.04,4689086.5,93.78
1026,Exit short,2025-09-24 11:35,n-s-tp1,25013.25,30,15040800,32847,0.22,32848.5,0.22,-12151.5,-0.08,4721932,94.44
1026,Entry short,2025-09-24 09:55,NS,25068,30,15040800,32847,0.22,32848.5,0.22,-12151.5,-0.08,4721932,94.44
1027,Exit short,2025-09-24 11:50,n-s-tp2,24961.75,30,15040800,63747,0.42,63748.5,0.42,-12151.5,-0.08,4785680.5,95.71
1027,Entry short,2025-09-24 09:55,NS,25068,30,15040800,63747,0.42,63748.5,0.42,-12151.5,-0.08,4785680.5,95.71
1028,Exit long,2025-09-25 00:40,a-l-sl,25019,90,45056250,-22059,-0.05,13945.5,0.03,-22054.5,-0.05,4763617,95.27
1028,Entry long,2025-09-24 21:55,AL,25031.25,90,45056250,-22059,-0.05,13945.5,0.03,-22054.5,-0.05,4763617,95.27
1029,Exit long,2025-09-25 00:40,a-l-sl,25019,91,45556875,-22304.1,-0.05,14100.45,0.03,-22299.55,-0.05,4741317.5,94.83
1029,Entry long,2025-09-24 21:55,AL,25031.25,91,45556875,-22304.1,-0.05,14100.45,0.03,-22299.55,-0.05,4741317.5,94.83
1030,Exit long,2025-09-25 11:10,n-l-tp1,24897,30,14907150,31047,0.21,31048.5,0.21,-8551.5,-0.06,4772363,95.45
1030,Entry long,2025-09-25 11:05,NL,24845.25,30,14907150,31047,0.21,31048.5,0.21,-8551.5,-0.06,4772363,95.45
1031,Exit long,2025-09-25 11:25,n-l-be,24846.25,30,14907150,597,0.00,34498.5,0.23,-8551.5,-0.06,4772961.5,95.46
1031,Entry long,2025-09-25 11:05,NL,24845.25,30,14907150,597,0.00,34498.5,0.23,-8551.5,-0.06,4772961.5,95.46
1032,Exit short,2025-09-25 22:30,a-s-sl,24867.25,88,43741280,-25088.8,-0.06,15835.6,0.04,-25084.4,-0.06,4747868.5,94.96
1032,Entry short,2025-09-25 22:15,AS,24853,88,43741280,-25088.8,-0.06,15835.6,0.04,-25084.4,-0.06,4747868.5,94.96
1033,Exit short,2025-09-25 22:30,a-s-sl,24867.25,89,44238340,-25373.9,-0.06,16015.55,0.04,-25369.45,-0.06,4722499,94.45
1033,Entry short,2025-09-25 22:15,AS,24853,89,44238340,-25373.9,-0.06,16015.55,0.04,-25369.45,-0.06,4722499,94.45
1034,Exit short,2025-09-26 10:40,n-s-sl,24863.5,29,14396180,-24652.9,-0.17,6668.55,0.05,-24651.45,-0.17,4697844.5,93.96
1034,Entry short,2025-09-26 10:35,NS,24821,29,14396180,-24652.9,-0.17,6668.55,0.05,-24651.45,-0.17,4697844.5,93.96
1035,Exit short,2025-09-26 10:40,n-s-sl,24863.5,30,14892600,-25503,-0.17,6898.5,0.05,-25501.5,-0.17,4672343,93.45
1035,Entry short,2025-09-26 10:35,NS,24821,30,14892600,-25503,-0.17,6898.5,0.05,-25501.5,-0.17,4672343,93.45
1036,Exit long,2025-09-28 21:05,a-l-sl,25022.75,89,44565415,-24928.9,-0.06,0,0.00,-24924.45,-0.06,4647409.5,92.95
1036,Entry long,2025-09-28 21:00,AL,25036.75,89,44565415,-24928.9,-0.06,0,0.00,-24924.45,-0.06,4647409.5,92.95
1037,Exit long,2025-09-28 21:05,a-l-sl,25022.75,90,45066150,-25209,-0.06,0,0.00,-25204.5,-0.06,4622205,92.44
1037,Entry long,2025-09-28 21:00,AL,25036.75,90,45066150,-25209,-0.06,0,0.00,-25204.5,-0.06,4622205,92.44
1038,Exit short,2025-09-30 21:10,a-s-tp1,25031,92,46088320,31270.8,0.07,31275.4,0.07,-19784.6,-0.04,4653471.5,93.07
1038,Entry short,2025-09-30 20:30,AS,25048,92,46088320,31270.8,0.07,31275.4,0.07,-19784.6,-0.04,4653471.5,93.07
1039,Exit short,2025-09-30 21:25,a-s-be,25047,92,46088320,1830.8,0.00,31275.4,0.07,-19784.6,-0.04,4655306.5,93.11
1039,Entry short,2025-09-30 20:30,AS,25048,92,46088320,1830.8,0.00,31275.4,0.07,-19784.6,-0.04,4655306.5,93.11
1040,Exit long,2025-10-01 21:15,a-l-tp1,25314.75,89,45028660,31586.1,0.07,31590.55,0.07,-5789.45,-0.01,4686888.5,93.74
1040,Entry long,2025-10-01 21:00,AL,25297,89,45028660,31586.1,0.07,31590.55,0.07,-5789.45,-0.01,4686888.5,93.74
1041,Exit long,2025-10-01 23:05,a-l-be,25298,89,45028660,1771.1,0.00,47610.55,0.11,-5789.45,-0.01,4688664,93.77
1041,Entry long,2025-10-01 21:00,AL,25297,89,45028660,1771.1,0.00,47610.55,0.11,-5789.45,-0.01,4688664,93.77
1042,Exit long,2025-10-02 21:40,a-l-tp1,25402.5,91,46201155,31385.9,0.07,31390.45,0.07,-1369.55,0.00,4720045,94.40
1042,Entry long,2025-10-02 21:05,AL,25385.25,91,46201155,31385.9,0.07,31390.45,0.07,-1369.55,0.00,4720045,94.40
1043,Exit long,2025-10-02 23:45,a-l-tp2,25419.5,91,46201155,62325.9,0.13,62330.45,0.13,-1369.55,0.00,4782375.5,95.65
1043,Entry long,2025-10-02 21:05,AL,25385.25,91,46201155,62325.9,0.13,62330.45,0.13,-1369.55,0.00,4782375.5,95.65
1044,Exit short,2025-10-03 11:55,n-s-sl,25397,30,15213450,-24753,-0.16,18898.5,0.12,-24751.5,-0.16,4757621,95.15
1044,Entry short,2025-10-03 10:25,NS,25355.75,30,15213450,-24753,-0.16,18898.5,0.12,-24751.5,-0.16,4757621,95.15
1045,Exit short,2025-10-03 11:55,n-s-sl,25397,30,15213450,-24753,-0.16,18898.5,0.12,-24751.5,-0.16,4732869.5,94.66
1045,Entry short,2025-10-03 10:25,NS,25355.75,30,15213450,-24753,-0.16,18898.5,0.12,-24751.5,-0.16,4732869.5,94.66
1046,Exit long,2025-10-07 22:20,a-l-tp1,25335.5,91,46079215,31385.9,0.07,31390.45,0.07,-4554.55,-0.01,4764251,95.29
1046,Entry long,2025-10-07 21:15,AL,25318.25,91,46079215,31385.9,0.07,31390.45,0.07,-4554.55,-0.01,4764251,95.29
1047,Exit long,2025-10-08 01:10,a-l-be,25319.25,91,46079215,1810.9,0.00,41855.45,0.09,-4554.55,-0.01,4766066.5,95.32
1047,Entry long,2025-10-07 21:15,AL,25318.25,91,46079215,1810.9,0.00,41855.45,0.09,-4554.55,-0.01,4766066.5,95.32
1048,Exit long,2025-10-08 11:25,n-l-tp1,25473,30,15252900,30897,0.20,30898.5,0.20,-901.5,-0.01,4796962,95.94
1048,Entry long,2025-10-08 10:55,NL,25421.5,30,15252900,30897,0.20,30898.5,0.20,-901.5,-0.01,4796962,95.94
1049,Exit long,2025-10-08 13:45,n-l-tp2,25524.5,30,15252900,61797,0.41,61798.5,0.41,-901.5,-0.01,4858760.5,97.18
1049,Entry long,2025-10-08 10:55,NL,25421.5,30,15252900,61797,0.41,61798.5,0.41,-901.5,-0.01,4858760.5,97.18
1050,Exit short,2025-10-08 22:05,a-s-tp1,25566.25,89,45541300,33366.1,0.07,33370.55,0.07,-15134.45,-0.03,4892122,97.84
1050,Entry short,2025-10-08 21:20,AS,25585,89,45541300,33366.1,0.07,33370.55,0.07,-15134.45,-0.03,4892122,97.84
1051,Exit short,2025-10-08 22:30,a-s-be,25584,90,46053000,1791,0.00,35545.5,0.08,-15304.5,-0.03,4893917.5,97.88
1051,Entry short,2025-10-08 21:20,AS,25585,90,46053000,1791,0.00,35545.5,0.08,-15304.5,-0.03,4893917.5,97.88
1052,Exit short,2025-10-09 13:15,n-s-tp1,25427.75,29,14778545,30447.1,0.21,30448.55,0.21,-24071.45,-0.16,4924363,98.49
1052,Entry short,2025-10-09 10:45,NS,25480.25,29,14778545,30447.1,0.21,30448.55,0.21,-24071.45,-0.16,4924363,98.49
1053,Exit short,2025-10-09 14:25,n-s-be,25479.25,30,15288150,597,0.00,43348.5,0.28,-24901.5,-0.16,4924961.5,98.50
1053,Entry short,2025-10-09 10:45,NS,25480.25,30,15288150,597,0.00,43348.5,0.28,-24901.5,-0.16,4924961.5,98.50
1054,Exit long,2025-10-09 23:00,a-l-sl,25580.75,90,46070550,-25209,-0.05,13945.5,0.03,-25204.5,-0.05,4899748,97.99
1054,Entry long,2025-10-09 22:05,AL,25594.75,90,46070550,-25209,-0.05,13945.5,0.03,-25204.5,-0.05,4899748,97.99
1055,Exit long,2025-10-09 23:00,a-l-sl,25580.75,91,46582445,-25489.1,-0.05,14100.45,0.03,-25484.55,-0.05,4874263.5,97.49
1055,Entry long,2025-10-09 22:05,AL,25594.75,91,46582445,-25489.1,-0.05,14100.45,0.03,-25484.55,-0.05,4874263.5,97.49
1056,Exit long,2025-10-13 10:50,n-l-sl,25044,24,12038520,-17402.4,-0.14,8398.8,0.07,-17401.2,-0.14,4856860,97.14
1056,Entry long,2025-10-13 10:40,NL,25080.25,24,12038520,-17402.4,-0.14,8398.8,0.07,-17401.2,-0.14,4856860,97.14
1057,Exit long,2025-10-13 10:50,n-l-sl,25044,24,12038520,-17402.4,-0.14,8398.8,0.07,-17401.2,-0.14,4839459,96.79
1057,Entry long,2025-10-13 10:40,NL,25080.25,24,12038520,-17402.4,-0.14,8398.8,0.07,-17401.2,-0.14,4839459,96.79
1058,Exit long,2025-10-13 21:10,a-l-tp1,25241.75,66,33288090,31013.4,0.09,41246.7,0.12,-5283.3,-0.02,4870469,97.41
1058,Entry long,2025-10-13 21:05,AL,25218.25,66,33288090,31013.4,0.09,41246.7,0.12,-5283.3,-0.02,4870469,97.41
1059,Exit long,2025-10-13 22:00,a-l-tp2,25265.25,67,33792455,62973.3,0.19,62976.65,0.19,-5363.35,-0.02,4933445.5,98.67
1059,Entry long,2025-10-13 21:05,AL,25218.25,67,33792455,62973.3,0.19,62976.65,0.19,-5363.35,-0.02,4933445.5,98.67
1060,Exit long,2025-10-14 11:05,n-l-tp1,25004.25,22,10970850,31017.8,0.28,31018.9,0.28,-7151.1,-0.07,4964462,99.29
1060,Entry long,2025-10-14 10:50,NL,24933.75,22,10970850,31017.8,0.28,31018.9,0.28,-7151.1,-0.07,4964462,99.29
1061,Exit long,2025-10-14 11:15,n-l-be,24934.75,22,10970850,437.8,0.00,36078.9,0.33,-7151.1,-0.07,4964901,99.30
1061,Entry long,2025-10-14 10:50,NL,24933.75,22,10970850,437.8,0.00,36078.9,0.33,-7151.1,-0.07,4964901,99.30
1062,Exit long,2025-10-14 22:10,a-l-tp1,25074.25,63,31562370,31178.7,0.10,31181.85,0.10,-12918.15,-0.04,4996076.5,99.92
1062,Entry long,2025-10-14 21:35,AL,25049.5,63,31562370,31178.7,0.10,31181.85,0.10,-12918.15,-0.04,4996076.5,99.92
1063,Exit long,2025-10-14 22:20,a-l-tp2,25098.75,64,32063360,63033.6,0.20,63036.8,0.20,-13123.2,-0.04,5059113.5,101.18
1063,Entry long,2025-10-14 21:35,AL,25049.5,64,32063360,63033.6,0.20,63036.8,0.20,-13123.2,-0.04,5059113.5,101.18
1064,Exit long,2025-10-15 11:40,n-l-sl,25201.25,21,10609305,-24782.1,-0.23,1573.95,0.01,-24781.05,-0.23,5034330,100.69
1064,Entry long,2025-10-15 11:30,NL,25260.25,21,10609305,-24782.1,-0.23,1573.95,0.01,-24781.05,-0.23,5034330,100.69
1065,Exit long,2025-10-15 11:40,n-l-sl,25201.25,21,10609305,-24782.1,-0.23,1573.95,0.01,-24781.05,-0.23,5009549,100.19
1065,Entry long,2025-10-15 11:30,NL,25260.25,21,10609305,-24782.1,-0.23,1573.95,0.01,-24781.05,-0.23,5009549,100.19
1066,Exit short,2025-10-15 21:00,a-s-sl,25166.5,63,31684590,-25206.3,-0.08,6926.85,0.02,-25203.15,-0.08,4984339.5,99.69
1066,Entry short,2025-10-15 20:45,AS,25146.5,63,31684590,-25206.3,-0.08,6926.85,0.02,-25203.15,-0.08,4984339.5,99.69
1067,Exit short,2025-10-15 21:00,a-s-sl,25166.5,63,31684590,-25206.3,-0.08,6926.85,0.02,-25203.15,-0.08,4959136.5,99.18
1067,Entry short,2025-10-15 20:45,AS,25146.5,63,31684590,-25206.3,-0.08,6926.85,0.02,-25203.15,-0.08,4959136.5,99.18
1068,Exit long,2025-10-16 11:25,n-l-sl,25311.5,21,10655925,-25097.1,-0.24,10498.95,0.10,-25096.05,-0.24,4934038.5,98.68
1068,Entry long,2025-10-16 10:50,NL,25371.25,21,10655925,-25097.1,-0.24,10498.95,0.10,-25096.05,-0.24,4934038.5,98.68
1069,Exit long,2025-10-16 11:25,n-l-sl,25311.5,21,10655925,-25097.1,-0.24,10498.95,0.10,-25096.05,-0.24,4908942.5,98.18
1069,Entry long,2025-10-16 10:50,NL,25371.25,21,10655925,-25097.1,-0.24,10498.95,0.10,-25096.05,-0.24,4908942.5,98.18
1070,Exit long,2025-10-16 21:50,a-l-sl,25037.25,61,30570455,-25016.1,-0.08,17381.95,0.06,-25013.05,-0.08,4883923,97.68
1070,Entry long,2025-10-16 21:20,AL,25057.75,61,30570455,-25016.1,-0.08,17381.95,0.06,-25013.05,-0.08,4883923,97.68
1071,Exit long,2025-10-16 21:50,a-l-sl,25037.25,61,30570455,-25016.1,-0.08,17381.95,0.06,-25013.05,-0.08,4858910,97.18
1071,Entry long,2025-10-16 21:20,AL,25057.75,61,30570455,-25016.1,-0.08,17381.95,0.06,-25013.05,-0.08,4858910,97.18
1072,Exit long,2025-10-17 10:35,n-l-sl,25075.75,20,10054800,-24502,-0.24,3399,0.03,-24501,-0.24,4834407,96.69
1072,Entry long,2025-10-17 10:30,NL,25137,20,10054800,-24502,-0.24,3399,0.03,-24501,-0.24,4834407,96.69
1073,Exit long,2025-10-17 10:35,n-l-sl,25075.75,20,10054800,-24502,-0.24,3399,0.03,-24501,-0.24,4809906,96.20
1073,Entry long,2025-10-17 10:30,NL,25137,20,10054800,-24502,-0.24,3399,0.03,-24501,-0.24,4809906,96.20
1074,Exit long,2025-10-19 22:45,a-l-tp1,25305.25,58,29323350,30734.2,0.10,30737.1,0.10,-5512.9,-0.02,4840637.5,96.81
1074,Entry long,2025-10-19 21:50,AL,25278.75,58,29323350,30734.2,0.10,30737.1,0.10,-5512.9,-0.02,4840637.5,96.81
1075,Exit long,2025-10-19 23:45,a-l-tp2,25331.75,59,29828925,62534.1,0.21,62537.05,0.21,-5607.95,-0.02,4903174.5,98.06
1075,Entry long,2025-10-19 21:50,AL,25278.75,59,29828925,62534.1,0.21,62537.05,0.21,-5607.95,-0.02,4903174.5,98.06
1076,Exit long,2025-10-20 23:45,a-l-sl,25577,59,30205935,-25080.9,-0.08,2947.05,0.01,-25077.95,-0.08,4878090.5,97.56
1076,Entry long,2025-10-20 23:15,AL,25598.25,59,30205935,-25080.9,-0.08,2947.05,0.01,-25077.95,-0.08,4878090.5,97.56
1077,Exit long,2025-10-20 23:45,a-l-sl,25577,59,30205935,-25080.9,-0.08,2947.05,0.01,-25077.95,-0.08,4853012.5,97.06
1077,Entry long,2025-10-20 23:15,AL,25598.25,59,30205935,-25080.9,-0.08,2947.05,0.01,-25077.95,-0.08,4853012.5,97.06
1078,Exit long,2025-10-21 15:50,ny-eod-flat,25577.5,39,19932705,17741.1,0.09,20863.05,0.10,-44851.95,-0.23,4870754,97.42
1078,Entry long,2025-10-21 12:50,NL,25554.75,39,19932705,17741.1,0.09,20863.05,0.10,-44851.95,-0.23,4870754,97.42
